customer_id,first_name,address_id,district,city_id,amount,category_id,film_id,title,rating
1,Mary,5,Nagasaki,463,4.99,9,929,Usual Untouchables,PG-13
1,Mary,5,Nagasaki,463,0.99,4,341,Frost Head,PG
1,Mary,5,Nagasaki,463,0.99,1,982,Women Dorado,R
1,Mary,5,Nagasaki,463,2.99,13,22,Amistad Midsummer,G
2,Patricia,6,California,449,2.99,8,175,Confused Candles,PG-13
2,Patricia,6,California,449,2.99,2,690,Pond Seattle,PG-13
2,Patricia,6,California,449,6.99,15,678,Pickup Driving,G
2,Patricia,6,California,449,6.99,4,891,Timberland Sky,G
2,Patricia,6,California,449,0.99,1,303,Fantasy Troopers,PG-13
2,Patricia,6,California,449,10.99,16,878,Teen Apollo,G
2,Patricia,6,California,449,4.99,16,518,Liaisons Sweet,PG
2,Patricia,6,California,449,5.99,12,879,Telegraph Voyage,PG
2,Patricia,6,California,449,2.99,13,136,Chaplin License,NC-17
2,Patricia,6,California,449,5.99,9,421,Holiday Games,PG-13
2,Patricia,6,California,449,5.99,15,446,Hysterical Grail,PG
2,Patricia,6,California,449,5.99,13,109,Butterfly Chocolat,G
2,Patricia,6,California,449,4.99,1,162,Clueless Bucket,R
2,Patricia,6,California,449,6.99,15,606,Mummy Creatures,NC-17
2,Patricia,6,California,449,2.99,4,895,Tomorrow Hustler,R
2,Patricia,6,California,449,0.99,15,27,Anonymous Human,NC-17
2,Patricia,6,California,449,0.99,1,748,Rugrats Shakespeare,PG-13
2,Patricia,6,California,449,5.99,6,142,Chicken Hellfighters,PG
2,Patricia,6,California,449,6.99,15,254,Driver Annie,PG-13
2,Patricia,6,California,449,2.99,10,447,Ice Crossing,R
2,Patricia,6,California,449,2.99,2,78,Blackout Private,PG
2,Patricia,6,California,449,2.99,10,331,Forward Temple,NC-17
2,Patricia,6,California,449,4.99,4,694,Prejudice Oleander,PG-13
2,Patricia,6,California,449,5.99,3,999,Zoolander Fiction,R
2,Patricia,6,California,449,4.99,4,471,Island Exorcist,NC-17
2,Patricia,6,California,449,4.99,14,637,Open African,PG
3,Linda,7,Attika,38,3.99,7,366,Goldfinger Sensibility,G
3,Linda,7,Attika,38,4.99,11,995,Yentl Idaho,R
3,Linda,7,Attika,38,10.99,1,126,Casualties Encino,G
3,Linda,7,Attika,38,5.99,10,563,Massacre Usual,R
3,Linda,7,Attika,38,4.99,10,447,Ice Crossing,R
3,Linda,7,Attika,38,4.99,1,371,Gosford Donnie,G
3,Linda,7,Attika,38,2.99,6,855,Streak Ridgemont,PG-13
3,Linda,7,Attika,38,6.99,5,202,Daddy Pittsburgh,G
3,Linda,7,Attika,38,6.99,2,23,Anaconda Confessions,R
3,Linda,7,Attika,38,8.99,11,854,Strangers Graffiti,R
3,Linda,7,Attika,38,5.99,4,725,Requiem Tycoon,R
3,Linda,7,Attika,38,4.99,2,433,Horn Working,PG
3,Linda,7,Attika,38,8.99,14,711,Raging Airplane,R
3,Linda,7,Attika,38,2.99,5,555,Mallrats United,PG
3,Linda,7,Attika,38,8.99,14,312,Fiddler Lost,R
3,Linda,7,Attika,38,0.99,14,367,Goldmine Tycoon,R
3,Linda,7,Attika,38,2.99,12,540,Lucky Flying,PG-13
3,Linda,7,Attika,38,7.99,2,464,Intentions Empire,PG-13
3,Linda,7,Attika,38,6.99,13,77,Birds Perdition,G
3,Linda,7,Attika,38,4.99,12,86,Boogie Amelie,R
3,Linda,7,Attika,38,4.99,15,263,Durham Panky,R
3,Linda,7,Attika,38,2.99,1,717,Rear Trading,NC-17
3,Linda,7,Attika,38,1.99,15,940,Victory Academy,PG-13
3,Linda,7,Attika,38,2.99,8,621,Network Peak,PG-13
4,Barbara,8,Mandalay,349,2.99,7,958,Wardrobe Phantom,G
4,Barbara,8,Mandalay,349,8.99,16,543,Madigan Dorado,R
4,Barbara,8,Mandalay,349,1.99,14,26,Annie Identity,G
4,Barbara,8,Mandalay,349,2.99,11,740,Rollercoaster Bringing,PG-13
4,Barbara,8,Mandalay,349,6.99,5,837,Stage World,PG
4,Barbara,8,Mandalay,349,4.99,6,219,Deep Crusade,PG-13
4,Barbara,8,Mandalay,349,2.99,14,559,Married Go,G
4,Barbara,8,Mandalay,349,1.99,7,728,Reunion Witches,R
4,Barbara,8,Mandalay,349,5.99,4,895,Tomorrow Hustler,R
4,Barbara,8,Mandalay,349,3.99,11,35,Arachnophobia Rollercoaster,PG-13
4,Barbara,8,Mandalay,349,2.99,16,784,Shanghai Tycoon,PG
4,Barbara,8,Mandalay,349,5.99,13,448,Idaho Love,PG-13
4,Barbara,8,Mandalay,349,0.99,3,547,Magic Mallrats,PG
4,Barbara,8,Mandalay,349,0.99,1,19,Amadeus Holy,PG
4,Barbara,8,Mandalay,349,0.99,9,11,Alamo Videotape,G
4,Barbara,8,Mandalay,349,2.99,5,939,Vertigo Northwest,R
4,Barbara,8,Mandalay,349,4.99,15,676,Philadelphia Wife,PG-13
4,Barbara,8,Mandalay,349,2.99,9,431,Hoosiers Birdcage,G
4,Barbara,8,Mandalay,349,2.99,15,42,Artist Coldblooded,NC-17
4,Barbara,8,Mandalay,349,5.99,11,653,Panic Club,G
4,Barbara,8,Mandalay,349,0.99,8,63,Bedazzled Married,PG
4,Barbara,8,Mandalay,349,4.99,2,239,Dogma Family,G
5,Elizabeth,9,Nantou,361,3.99,4,962,Wasteland Divine,PG
5,Elizabeth,9,Nantou,361,4.99,4,131,Center Dinosaur,PG
5,Elizabeth,9,Nantou,361,2.99,8,975,Willow Tracy,R
5,Elizabeth,9,Nantou,361,4.99,10,408,Head Stranger,R
5,Elizabeth,9,Nantou,361,5.99,8,213,Date Speed,R
5,Elizabeth,9,Nantou,361,1.99,4,91,Bound Cheaper,PG
5,Elizabeth,9,Nantou,361,0.99,1,511,Lawrence Love,NC-17
5,Elizabeth,9,Nantou,361,8.99,13,465,Interview Liaisons,R
5,Elizabeth,9,Nantou,361,3.99,4,951,Voyage Legally,PG-13
5,Elizabeth,9,Nantou,361,4.99,2,314,Fight Jawbreaker,R
5,Elizabeth,9,Nantou,361,0.99,15,733,River Outlaw,PG-13
5,Elizabeth,9,Nantou,361,0.99,2,18,Alter Victory,PG-13
5,Elizabeth,9,Nantou,361,3.99,13,22,Amistad Midsummer,G
5,Elizabeth,9,Nantou,361,2.99,9,6,Agent Truman,PG
5,Elizabeth,9,Nantou,361,1.99,13,155,Cleopatra Devil,PG-13
5,Elizabeth,9,Nantou,361,4.99,12,333,Freaky Pocus,R
5,Elizabeth,9,Nantou,361,0.99,8,345,Gables Metropolis,PG
5,Elizabeth,9,Nantou,361,3.99,11,722,Reef Salute,NC-17
5,Elizabeth,9,Nantou,361,2.99,7,539,Luck Opus,NC-17
5,Elizabeth,9,Nantou,361,4.99,10,941,Videotape Arsenic,NC-17
5,Elizabeth,9,Nantou,361,2.99,2,245,Double Wrath,R
5,Elizabeth,9,Nantou,361,4.99,15,263,Durham Panky,R
5,Elizabeth,9,Nantou,361,4.99,5,568,Memento Zoolander,NC-17
5,Elizabeth,9,Nantou,361,0.99,4,663,Patient Sister,NC-17
5,Elizabeth,9,Nantou,361,4.99,8,810,Slums Duck,PG
5,Elizabeth,9,Nantou,361,4.99,10,956,Wanda Chamber,PG-13
5,Elizabeth,9,Nantou,361,3.99,16,286,Enough Raging,NC-17
5,Elizabeth,9,Nantou,361,9.99,15,763,Satisfaction Confidential,G
5,Elizabeth,9,Nantou,361,2.99,2,349,Gangs Pride,PG-13
5,Elizabeth,9,Nantou,361,1.99,4,266,Dynamite Tarzan,PG-13
5,Elizabeth,9,Nantou,361,0.99,2,743,Room Roman,PG
5,Elizabeth,9,Nantou,361,6.99,2,470,Ishtar Rocketeer,R
5,Elizabeth,9,Nantou,361,6.99,6,575,Midsummer Groundhog,G
5,Elizabeth,9,Nantou,361,2.99,4,37,Arizona Bang,PG
5,Elizabeth,9,Nantou,361,0.99,12,12,Alaska Phantom,PG
6,Jennifer,10,Texas,295,0.99,12,562,Masked Bubble,PG-13
6,Jennifer,10,Texas,295,4.99,15,293,Exorcist Sting,G
6,Jennifer,10,Texas,295,5.99,14,285,English Bulworth,PG-13
6,Jennifer,10,Texas,295,2.99,10,807,Sleuth Orient,NC-17
6,Jennifer,10,Texas,295,2.99,7,790,Shootist Superfly,PG-13
6,Jennifer,10,Texas,295,3.99,4,862,Summer Scarface,G
6,Jennifer,10,Texas,295,6.99,5,365,Gold River,R
6,Jennifer,10,Texas,295,0.99,1,19,Amadeus Holy,PG
6,Jennifer,10,Texas,295,0.99,2,849,Storm Happiness,NC-17
6,Jennifer,10,Texas,295,2.99,3,626,Noon Papi,G
6,Jennifer,10,Texas,295,6.99,15,841,Star Operation,PG
6,Jennifer,10,Texas,295,7.99,7,775,Seattle Expecations,PG-13
6,Jennifer,10,Texas,295,5.99,12,592,Monster Spartacus,PG
6,Jennifer,10,Texas,295,7.99,13,590,Money Harold,PG
6,Jennifer,10,Texas,295,0.99,3,833,Splendor Patton,R
6,Jennifer,10,Texas,295,2.99,9,689,Pollock Deliverance,PG
6,Jennifer,10,Texas,295,2.99,7,418,Hobbit Alien,PG-13
6,Jennifer,10,Texas,295,0.99,2,160,Club Graffiti,PG-13
6,Jennifer,10,Texas,295,0.99,14,367,Goldmine Tycoon,R
6,Jennifer,10,Texas,295,2.99,10,807,Sleuth Orient,NC-17
6,Jennifer,10,Texas,295,0.99,1,395,Handicap Boondock,R
6,Jennifer,10,Texas,295,0.99,9,452,Illusion Amelie,R
6,Jennifer,10,Texas,295,2.99,7,514,Lebowski Soldiers,PG-13
6,Jennifer,10,Texas,295,3.99,13,730,Ridgemont Submarine,PG-13
6,Jennifer,10,Texas,295,0.99,3,280,Empire Malkovich,G
7,Maria,11,Central Serbia,280,5.99,5,857,Strictly Scarface,PG-13
7,Maria,11,Central Serbia,280,5.99,6,156,Clerks Angels,G
7,Maria,11,Central Serbia,280,0.99,13,750,Run Pacific,R
7,Maria,11,Central Serbia,280,2.99,15,628,Northwest Polish,PG
7,Maria,11,Central Serbia,280,2.99,2,880,Telemark Heartbreakers,PG-13
7,Maria,11,Central Serbia,280,2.99,9,15,Alien Center,NC-17
7,Maria,11,Central Serbia,280,8.99,7,396,Hanging Deep,G
7,Maria,11,Central Serbia,280,7.99,13,465,Interview Liaisons,R
7,Maria,11,Central Serbia,280,3.99,3,491,Jumping Wrath,NC-17
7,Maria,11,Central Serbia,280,4.99,2,953,Wait Cider,PG-13
7,Maria,11,Central Serbia,280,4.99,2,330,Forrester Comancheros,NC-17
7,Maria,11,Central Serbia,280,5.99,1,162,Clueless Bucket,R
7,Maria,11,Central Serbia,280,6.99,4,346,Galaxy Sweethearts,R
7,Maria,11,Central Serbia,280,7.99,15,763,Satisfaction Confidential,G
7,Maria,11,Central Serbia,280,5.99,8,682,Pittsburgh Hunchback,PG-13
7,Maria,11,Central Serbia,280,3.99,15,796,Sierra Divide,NC-17
7,Maria,11,Central Serbia,280,2.99,13,305,Fatal Haunted,PG
7,Maria,11,Central Serbia,280,1.99,6,687,Pocus Pulp,NC-17
7,Maria,11,Central Serbia,280,7.99,11,856,Streetcar Intentions,R
7,Maria,11,Central Serbia,280,8.99,11,854,Strangers Graffiti,R
7,Maria,11,Central Serbia,280,4.99,15,532,Loser Hustler,PG
7,Maria,11,Central Serbia,280,2.99,1,664,Patriot Roman,PG
7,Maria,11,Central Serbia,280,5.99,8,617,Natural Stock,PG-13
7,Maria,11,Central Serbia,280,0.99,3,424,Holocaust Highball,R
7,Maria,11,Central Serbia,280,4.99,16,103,Bucket Brotherhood,PG
7,Maria,11,Central Serbia,280,0.99,15,631,Novocaine Flight,G
7,Maria,11,Central Serbia,280,2.99,2,880,Telemark Heartbreakers,PG-13
7,Maria,11,Central Serbia,280,0.99,12,516,Legend Jedi,PG
8,Susan,12,Hamilton,200,2.99,16,645,Others Soup,PG
8,Susan,12,Hamilton,200,0.99,6,1,Academy Dinosaur,PG
8,Susan,12,Hamilton,200,2.99,16,609,Muscle Bright,G
8,Susan,12,Hamilton,200,1.99,11,722,Reef Salute,NC-17
8,Susan,12,Hamilton,200,0.99,7,401,Harold French,NC-17
8,Susan,12,Hamilton,200,4.99,9,421,Holiday Games,PG-13
8,Susan,12,Hamilton,200,2.99,4,554,Malkovich Pet,G
8,Susan,12,Hamilton,200,2.99,4,554,Malkovich Pet,G
8,Susan,12,Hamilton,200,3.99,1,329,Forrest Sons,R
8,Susan,12,Hamilton,200,3.99,2,692,Potluck Mixed,G
8,Susan,12,Hamilton,200,2.99,4,432,Hope Tootsie,NC-17
8,Susan,12,Hamilton,200,0.99,7,882,Tenenbaums Command,PG-13
8,Susan,12,Hamilton,200,5.99,7,473,Jacket Frisco,PG-13
8,Susan,12,Hamilton,200,2.99,15,42,Artist Coldblooded,NC-17
8,Susan,12,Hamilton,200,5.99,11,415,High Encino,R
8,Susan,12,Hamilton,200,4.99,7,521,Lies Treatment,NC-17
8,Susan,12,Hamilton,200,2.99,15,474,Jade Bunch,NC-17
8,Susan,12,Hamilton,200,9.99,13,216,Day Unfaithful,G
8,Susan,12,Hamilton,200,2.99,4,37,Arizona Bang,PG
8,Susan,12,Hamilton,200,2.99,13,847,Stock Glass,PG
8,Susan,12,Hamilton,200,0.99,3,491,Jumping Wrath,NC-17
8,Susan,12,Hamilton,200,7.99,14,930,Vacation Boondock,R
8,Susan,12,Hamilton,200,4.99,14,985,Wonderland Christmas,PG
9,Margaret,13,Masqat,329,5.99,15,691,Poseidon Forever,PG-13
9,Margaret,13,Masqat,329,4.99,16,826,Speed Suit,PG-13
9,Margaret,13,Masqat,329,4.99,9,459,Informer Double,NC-17
9,Margaret,13,Masqat,329,2.99,4,166,Color Philadelphia,G
9,Margaret,13,Masqat,329,2.99,16,609,Muscle Bright,G
9,Margaret,13,Masqat,329,0.99,8,82,Blood Argonauts,G
9,Margaret,13,Masqat,329,7.99,11,856,Streetcar Intentions,R
9,Margaret,13,Masqat,329,7.99,5,502,Knock Warlock,PG-13
9,Margaret,13,Masqat,329,4.99,7,897,Torque Bound,G
9,Margaret,13,Masqat,329,0.99,9,531,Lose Inch,R
9,Margaret,13,Masqat,329,2.99,13,305,Fatal Haunted,PG
9,Margaret,13,Masqat,329,0.99,16,931,Valentine Vanishing,PG-13
9,Margaret,13,Masqat,329,1.99,9,545,Madness Attacks,PG-13
9,Margaret,13,Masqat,329,4.99,6,219,Deep Crusade,PG-13
9,Margaret,13,Masqat,329,4.99,16,88,Born Spinal,PG
9,Margaret,13,Masqat,329,2.99,4,445,Hyde Doctor,G
9,Margaret,13,Masqat,329,0.99,11,830,Spirit Flintstones,R
9,Margaret,13,Masqat,329,5.99,5,774,Searchers Wait,NC-17
9,Margaret,13,Masqat,329,2.99,3,928,Uptown Young,PG
9,Margaret,13,Masqat,329,4.99,15,763,Satisfaction Confidential,G
10,Dorothy,14,Esfahan,162,0.99,3,344,Fury Murder,PG-13
10,Dorothy,14,Esfahan,162,3.99,3,373,Graduate Lord,G
10,Dorothy,14,Esfahan,162,2.99,1,850,Story Side,R
10,Dorothy,14,Esfahan,162,4.99,9,486,Jet Neighbors,R
10,Dorothy,14,Esfahan,162,4.99,1,838,Stagecoach Armageddon,R
10,Dorothy,14,Esfahan,162,8.99,7,969,West Lion,G
10,Dorothy,14,Esfahan,162,2.99,6,629,Notorious Reunion,NC-17
10,Dorothy,14,Esfahan,162,0.99,4,91,Bound Cheaper,PG
10,Dorothy,14,Esfahan,162,2.99,5,613,Mystic Truman,NC-17
10,Dorothy,14,Esfahan,162,2.99,15,383,Groove Fiction,NC-17
10,Dorothy,14,Esfahan,162,4.99,14,972,Whisperer Giant,PG-13
10,Dorothy,14,Esfahan,162,2.99,7,942,Vietnam Smoochy,PG-13
10,Dorothy,14,Esfahan,162,5.99,11,13,Ali Forever,PG
10,Dorothy,14,Esfahan,162,6.99,10,563,Massacre Usual,R
10,Dorothy,14,Esfahan,162,0.99,6,650,Pacific Amistad,G
10,Dorothy,14,Esfahan,162,2.99,16,645,Others Soup,PG
10,Dorothy,14,Esfahan,162,7.99,15,678,Pickup Driving,G
10,Dorothy,14,Esfahan,162,1.99,6,164,Coast Rainbow,PG
10,Dorothy,14,Esfahan,162,4.99,15,10,Aladdin Calendar,NC-17
10,Dorothy,14,Esfahan,162,2.99,9,16,Alley Evolution,NC-17
10,Dorothy,14,Esfahan,162,4.99,10,227,Details Packer,R
10,Dorothy,14,Esfahan,162,4.99,6,407,Hawk Chill,PG-13
10,Dorothy,14,Esfahan,162,3.99,10,840,Stampede Disturbing,R
10,Dorothy,14,Esfahan,162,0.99,10,387,Gun Bonnie,G
11,Lisa,15,Kanagawa,440,2.99,4,166,Color Philadelphia,G
11,Lisa,15,Kanagawa,440,0.99,1,105,Bull Shawshank,NC-17
11,Lisa,15,Kanagawa,440,4.99,1,823,South Wait,R
11,Lisa,15,Kanagawa,440,6.99,8,139,Chasing Fight,PG
11,Lisa,15,Kanagawa,440,0.99,10,976,Wind Phantom,R
11,Lisa,15,Kanagawa,440,5.99,6,129,Cause Date,R
11,Lisa,15,Kanagawa,440,0.99,7,143,Chill Luck,PG
11,Lisa,15,Kanagawa,440,4.99,3,304,Fargo Gandhi,G
11,Lisa,15,Kanagawa,440,0.99,13,677,Pianist Outfield,NC-17
11,Lisa,15,Kanagawa,440,2.99,10,438,Human Graffiti,NC-17
11,Lisa,15,Kanagawa,440,0.99,6,812,Smoking Barbarella,PG-13
11,Lisa,15,Kanagawa,440,7.99,4,131,Center Dinosaur,PG
11,Lisa,15,Kanagawa,440,6.99,2,880,Telemark Heartbreakers,PG-13
11,Lisa,15,Kanagawa,440,6.99,3,370,Gorgeous Bingo,R
11,Lisa,15,Kanagawa,440,9.99,7,662,Paths Control,PG
11,Lisa,15,Kanagawa,440,0.99,10,189,Creatures Shakespeare,NC-17
11,Lisa,15,Kanagawa,440,1.99,6,206,Dancing Fever,G
11,Lisa,15,Kanagawa,440,2.99,3,626,Noon Papi,G
11,Lisa,15,Kanagawa,440,4.99,10,508,Lambs Cincinatti,PG-13
11,Lisa,15,Kanagawa,440,4.99,10,302,Fantasia Park,G
11,Lisa,15,Kanagawa,440,6.99,11,740,Rollercoaster Bringing,PG-13
11,Lisa,15,Kanagawa,440,5.99,12,174,Confidential Interview,NC-17
11,Lisa,15,Kanagawa,440,4.99,15,599,Mother Oleander,R
12,Nancy,16,Haryana,582,0.99,11,799,Simon North,NC-17
12,Nancy,16,Haryana,582,0.99,9,311,Fiction Christmas,PG
12,Nancy,16,Haryana,582,0.99,1,697,Primary Glass,G
12,Nancy,16,Haryana,582,4.99,14,69,Beverly Outlaw,R
12,Nancy,16,Haryana,582,5.99,11,737,Rock Instinct,G
12,Nancy,16,Haryana,582,5.99,16,103,Bucket Brotherhood,PG
12,Nancy,16,Haryana,582,5.99,15,719,Records Zorro,PG
12,Nancy,16,Haryana,582,0.99,1,97,Bride Intrigue,G
12,Nancy,16,Haryana,582,10.99,7,662,Paths Control,PG
12,Nancy,16,Haryana,582,2.99,3,735,Robbers Joon,PG-13
12,Nancy,16,Haryana,582,3.99,7,186,Craft Outfield,NC-17
12,Nancy,16,Haryana,582,0.99,7,630,Notting Speakeasy,PG-13
12,Nancy,16,Haryana,582,0.99,1,303,Fantasy Troopers,PG-13
12,Nancy,16,Haryana,582,4.99,5,978,Wisdom Worker,R
12,Nancy,16,Haryana,582,5.99,11,922,Undefeated Dalmations,PG-13
12,Nancy,16,Haryana,582,5.99,7,818,Something Duck,NC-17
12,Nancy,16,Haryana,582,5.99,7,772,Sea Virgin,PG
12,Nancy,16,Haryana,582,0.99,10,949,Volcano Texas,NC-17
12,Nancy,16,Haryana,582,3.99,11,737,Rock Instinct,G
12,Nancy,16,Haryana,582,0.99,4,357,Gilbert Pelican,G
12,Nancy,16,Haryana,582,2.99,4,249,Dracula Crystal,G
12,Nancy,16,Haryana,582,0.99,14,924,Unforgiven Zoolander,PG
12,Nancy,16,Haryana,582,4.99,4,725,Requiem Tycoon,R
12,Nancy,16,Haryana,582,2.99,5,672,Perfect Groove,PG-13
12,Nancy,16,Haryana,582,0.99,6,40,Army Flintstones,R
12,Nancy,16,Haryana,582,4.99,7,897,Torque Bound,G
13,Karen,17,Osmaniye,384,0.99,11,830,Spirit Flintstones,R
13,Karen,17,Osmaniye,384,4.99,9,47,Baby Hall,NC-17
13,Karen,17,Osmaniye,384,0.99,5,247,Downhill Enough,G
13,Karen,17,Osmaniye,384,5.99,4,482,Jeopardy Encino,R
13,Karen,17,Osmaniye,384,7.99,13,216,Day Unfaithful,G
13,Karen,17,Osmaniye,384,4.99,11,92,Bowfinger Gables,NC-17
13,Karen,17,Osmaniye,384,0.99,16,339,Frogmen Breaking,R
13,Karen,17,Osmaniye,384,0.99,4,358,Gilmore Boiled,R
13,Karen,17,Osmaniye,384,9.99,2,583,Mission Zoolander,PG-13
13,Karen,17,Osmaniye,384,7.99,4,537,Lover Truman,G
13,Karen,17,Osmaniye,384,2.99,13,847,Stock Glass,PG
13,Karen,17,Osmaniye,384,2.99,16,286,Enough Raging,NC-17
13,Karen,17,Osmaniye,384,11.99,7,771,Scorpion Apollo,NC-17
13,Karen,17,Osmaniye,384,9.99,2,865,Sunrise League,PG-13
13,Karen,17,Osmaniye,384,2.99,4,37,Arizona Bang,PG
13,Karen,17,Osmaniye,384,0.99,7,79,Blade Polish,PG-13
13,Karen,17,Osmaniye,384,7.99,14,449,Identity Lover,PG-13
13,Karen,17,Osmaniye,384,4.99,14,350,Garden Island,G
13,Karen,17,Osmaniye,384,4.99,9,112,Calendar Gunfight,NC-17
13,Karen,17,Osmaniye,384,8.99,15,135,Chance Resurrection,R
13,Karen,17,Osmaniye,384,2.99,1,823,South Wait,R
13,Karen,17,Osmaniye,384,4.99,15,532,Loser Hustler,PG
13,Karen,17,Osmaniye,384,2.99,7,218,Deceiver Betrayed,NC-17
13,Karen,17,Osmaniye,384,2.99,1,67,Berets Agent,PG-13
13,Karen,17,Osmaniye,384,8.99,9,661,Past Suicides,PG-13
13,Karen,17,Osmaniye,384,2.99,16,914,Trouble Date,PG
13,Karen,17,Osmaniye,384,0.99,15,681,Pirates Roxanne,PG
14,Betty,18,California,120,6.99,9,674,Pet Haunting,PG
14,Betty,18,California,120,2.99,14,397,Hanky October,NC-17
14,Betty,18,California,120,0.99,3,168,Comancheros Enemy,R
14,Betty,18,California,120,6.99,1,329,Forrest Sons,R
14,Betty,18,California,120,7.99,7,739,Rocky War,PG-13
14,Betty,18,California,120,4.99,3,124,Casper Dragonfly,PG-13
14,Betty,18,California,120,7.99,10,591,Monsoon Cause,PG
14,Betty,18,California,120,0.99,6,457,Independence Hotel,NC-17
14,Betty,18,California,120,4.99,14,893,Titans Jerk,PG
14,Betty,18,California,120,0.99,7,942,Vietnam Smoochy,PG-13
14,Betty,18,California,120,3.99,9,738,Rocketeer Mother,PG-13
14,Betty,18,California,120,4.99,15,719,Records Zorro,PG
14,Betty,18,California,120,4.99,11,24,Analyze Hoosiers,R
14,Betty,18,California,120,0.99,4,970,Westward Seabiscuit,NC-17
14,Betty,18,California,120,4.99,1,253,Drifter Commandments,PG-13
14,Betty,18,California,120,2.99,2,433,Horn Working,PG
14,Betty,18,California,120,3.99,6,199,Cupboard Sinners,R
14,Betty,18,California,120,4.99,11,904,Train Bunch,R
14,Betty,18,California,120,6.99,9,6,Agent Truman,PG
14,Betty,18,California,120,2.99,3,450,Idols Snatchers,NC-17
14,Betty,18,California,120,0.99,6,101,Brotherhood Blanket,R
14,Betty,18,California,120,2.99,2,241,Donnie Alley,NC-17
14,Betty,18,California,120,4.99,5,385,Groundhog Uncut,PG-13
15,Helen,19,Madhya Pradesh,76,2.99,16,784,Shanghai Tycoon,PG
15,Helen,19,Madhya Pradesh,76,2.99,2,326,Flying Hook,NC-17
15,Helen,19,Madhya Pradesh,76,2.99,9,353,Gentlemen Stage,NC-17
15,Helen,19,Madhya Pradesh,76,2.99,16,526,Lock Rear,R
15,Helen,19,Madhya Pradesh,76,2.99,3,59,Bear Graceland,R
15,Helen,19,Madhya Pradesh,76,5.99,9,435,Hotel Happiness,PG-13
15,Helen,19,Madhya Pradesh,76,0.99,15,875,Talented Homicide,PG
15,Helen,19,Madhya Pradesh,76,0.0,6,812,Smoking Barbarella,PG-13
15,Helen,19,Madhya Pradesh,76,4.99,7,61,Beauty Grease,G
15,Helen,19,Madhya Pradesh,76,3.98,4,116,Candidate Perdition,R
15,Helen,19,Madhya Pradesh,76,6.99,6,973,Wife Turn,NC-17
15,Helen,19,Madhya Pradesh,76,0.99,4,525,Loathing Legally,R
15,Helen,19,Madhya Pradesh,76,4.99,4,190,Creepers Kane,NC-17
15,Helen,19,Madhya Pradesh,76,2.99,5,657,Paradise Sabrina,PG-13
15,Helen,19,Madhya Pradesh,76,2.99,4,116,Candidate Perdition,R
15,Helen,19,Madhya Pradesh,76,5.99,5,385,Groundhog Uncut,PG-13
15,Helen,19,Madhya Pradesh,76,7.99,11,527,Lola Agent,PG
15,Helen,19,Madhya Pradesh,76,2.99,9,353,Gentlemen Stage,NC-17
15,Helen,19,Madhya Pradesh,76,4.99,15,361,Gleaming Jawbreaker,NC-17
15,Helen,19,Madhya Pradesh,76,0.99,7,379,Greedy Roots,R
15,Helen,19,Madhya Pradesh,76,8.99,3,214,Daughter Madigan,PG-13
15,Helen,19,Madhya Pradesh,76,4.99,15,764,Saturday Lambs,G
15,Helen,19,Madhya Pradesh,76,0.99,1,194,Crow Grease,PG
15,Helen,19,Madhya Pradesh,76,3.99,3,873,Sweethearts Suspects,G
15,Helen,19,Madhya Pradesh,76,4.99,2,300,Falcon Volume,PG-13
15,Helen,19,Madhya Pradesh,76,5.99,9,100,Brooklyn Desert,R
